temp,hum,pres,lux,uv,prec,label
28.61,44.69,1003.69,63.33,1,0,banana
28.62,44.65,1003.68,63.33,1,0,banana
28.62,44.77,1003.71,40,1,0,banana
28.68,45.22,1003.73,56.67,1,0,banana
28.68,45.22,1003.76,82.5,0,0,banana
28.74,44.92,1003.75,73.33,0,0,banana
28.8,44.62,1003.76,72.5,0,0,banana
28.82,44.47,1003.78,74.17,1,0,banana
28.81,44.81,1003.79,83.33,0,0,banana
28.81,44.77,1003.8,83.33,0,0,banana
28.82,44.89,1003.81,83.33,1,0,banana
28.81,44.49,1003.84,83.33,0,0,banana
28.81,44.76,1003.87,73.33,0,0,banana
28.84,44.26,1003.85,77.5,0,0,banana
28.83,44.69,1003.87,83.33,0,0,banana
28.8,44.18,1003.89,83.33,0,0,banana
28.81,44.46,1003.92,82.5,0,0,banana
28.81,44.24,1003.95,82.5,0,0,banana
28.82,44.4,1003.96,83.33,0,0,banana
28.82,44.09,1004,83.33,1,0,banana
28.82,44.03,1004.03,82.5,0,0,banana
28.85,43.88,1004,82.5,0,0,banana
28.85,43.76,1004.01,83.33,0,0,banana
28.84,43.76,1004,83.33,0,0,banana
28.85,43.57,1004.01,83.33,0,0,banana
28.8,43.4,1004.03,76.67,0,0,banana
28.82,43.7,1004.05,84.17,0,0,banana
28.81,43.57,1004.07,83.33,0,0,banana
28.82,43.63,1004.06,83.33,0,0,banana
28.81,43.49,1004.02,83.33,0,0,banana
28.84,43.43,1004.05,84.17,0,0,banana
28.82,43.5,1004.08,83.33,0,0,banana
28.84,43.49,1004.09,83.33,0,0,banana
28.84,43.55,1004.08,83.33,0,0,banana
28.82,43.57,1004.08,84.17,0,0,banana
28.81,43.63,1004.09,82.5,0,0,banana
28.8,43.43,1004.1,84.17,0,0,banana
28.79,43.24,1004.08,84.17,0,0,banana
28.8,43.37,1004.09,84.17,0,0,banana
28.78,43.48,1004.13,84.17,0,0,banana
28.78,43.37,1004.11,84.17,0,0,banana
28.79,43.21,1004.11,85,0,0,banana
28.79,43.37,1004.14,84.17,0,0,banana
